position,person,personID,start,end,gender,DOB,DOD,image,enwiki
Member of the House of Representatives of the Philippines,Eddie Ilarde,Q5336151,1984,2020-08-04,male,1934-08-25,2020-08-04,Former Sen. Eddie Ilarde - 2019.jpg,Eddie Ilarde
Member of the House of Representatives of the Philippines,Ralph Recto,Q555499,1992-06-30,2001-06-30,male,1964-01-11,,Ralph Recto cropped.jpg,Ralph Recto
Member of the House of Representatives of the Philippines,Plaridel Abaya,Q12969523,1995,,male,1934-02-25,,,
Member of the House of Representatives of the Philippines,Florencio Abad,Q1427383,1995,2004,male,1954-07-13,,Butch Abad (crop).png,Florencio Abad
Member of the House of Representatives of the Philippines,Abdusakur Tan,Q2683983,1996,2001-06-30,male,1950-07-13,,,Abdusakur Mahail Tan
Member of the House of Representatives of the Philippines,Harlin Abayon,Q11042220,1998,,male,1950-05-10,,,
Member of the House of Representatives of the Philippines,Prospero Amatong,Q4596779,1998,2001,male,1931-10-18,2009-05-16,,Prospero Amatong
Member of the House of Representatives of the Philippines,Roseller Barinaga,Q101243121,1998-06-30,2001-06-30,male,,,,Roseller Barinaga
Member of the House of Representatives of the Philippines,Charlie Cojuangco,Q12962523,1998-06-30,2001-06-30,male,1963-04-14,2022-02-22,,
Member of the House of Representatives of the Philippines,Benigno Aquino III,Q1464,1998-06-30,2007-06-30,male,1960-02-08,2021-06-24,President Benigno S. Aquino III.jpg,Benigno Aquino III
Member of the House of Representatives of the Philippines,Imee Marcos,Q2208719,1998-06-30,2007-06-30,female,1955-11-12,,Imee Marcos COC 2019 elections filing (cropped).jpg,Imee Marcos
Member of the House of Representatives of the Philippines,Pantaleon Alvarez,Q24239770,1998-06-30,2001-06-30,male,1958-01-10,,Pantaleon Alvarez.jpg,Pantaleon Alvarez
Member of the House of Representatives of the Philippines,Rodrigo Duterte,Q457786,1998-06-30,2001-06-30,male,1945-03-28,,President Rodrigo Duterte.jpg,Rodrigo Duterte
Member of the House of Representatives of the Philippines,Alan Peter Cayetano,Q471883,1998-06-30,2007-06-30,male,1970-10-28,,Rep. Alan Peter Cayetano (18th Congress PH).jpg,Alan Peter Cayetano
Member of the House of Representatives of the Philippines,Juan Miguel Zubiri,Q555253,1998-06-30,2007-06-30,male,1968-04-13,,,Juan Miguel Zubiri
Member of the House of Representatives of the Philippines,Prospero Amatong,Q4596779,2001,2004,male,1931-10-18,2009-05-16,,Prospero Amatong
Member of the House of Representatives of the Philippines,Roseller Barinaga,Q101243121,2001-06-30,2004-06-30,male,,,,Roseller Barinaga
Member of the House of Representatives of the Philippines,Charlie Cojuangco,Q12962523,2001-06-30,2004-06-30,male,1963-04-14,2022-02-22,,
Member of the House of Representatives of the Philippines,Aurelio Umali,Q17371328,2001-06-30,2007-06-30,male,1966,,"HoR Official Portrait - Aurelio ""Oyie"" Umali.jpg",Aurelio Umali
Member of the House of Representatives of the Philippines,Cynthia Villar,Q2192916,2001-06-30,2010-06-30,female,1950-07-29,,Sen. Cynthia Villar (cropped).jpg,Cynthia Villar
Member of the House of Representatives of the Philippines,Cho Roco,Q25663425,2001-06-30,2004-06-30,male,,,,
