item,itemLabel,startDate,endDate,sourceDate,psid
Q1284303,Edgardo Angara,1999-05-25,2001-01-06,,Q1284303-AD681F79-25E0-4744-A582-6FBC351F9311
Q1237494,Domingo F. Panganiban,2001-01-08,2001-02-11,2022-07-25,Q1237494-84a98c56-4ddb-af73-54e0-313cb72ec4f3
Q12967208,Leonardo Q. Montemayor,2001-02-12,2002-12-08,2022-07-25,Q12967208-DBFCF101-3530-4BF7-A16D-413440CD4B6C
Q110915059,"Luis P. Lorenzo, Jr.",2002-12-09,2004-08-15,2022-07-25,Q110915059-E03BBBF4-CDDC-45A0-B25C-5553251CCAF5
Q712100,Arthur C. Yap,2004-08-23,2005-06-30,2022-07-25,Q712100-A38A8A92-0BEC-4863-8446-F4FB3AAEC950
Q1237494,Domingo F. Panganiban,2005-07-16,2006-10-25,2022-07-25,Q1237494-1b4fd8f4-459b-cd3b-4a44-955a6b74779d
Q712100,Arthur C. Yap,2006-10-25,2010-02-24,2022-07-25,Q712100-257EB9D0-A312-479F-9D9A-60E2B3A9FBBE
Q110915061,Bernie Fondevilla,2010-03-08,2010-06-30,,Q110915061-06A4C2B8-5013-4498-B0EB-9DF4ECAC910C
Q1665903,Proceso Alcala,2010-06-30,2016-06-30,,Q1665903-B980AE46-6E6F-4878-AB6A-F6942A89573E
Q24852423,Emmanuel Piñol,2016-06-30,2019-08-05,2022-07-25,Q24852423-B08B9B6F-DA18-451C-BAEB-4BD39BED21C3
Q8007583,William D. Dar,2019-08-05,2022-06-30,2022-07-25,Q8007583-d3f7fd68-4ee0-872f-ff45-1f1a5dd661a7
Q983324,Ferdinand Marcos Jr.,2022-06-30,,2022-07-25,Q983324-D5AABF37-834B-4556-BAE4-3D0195864630
